,keywords,question_text,y_pred
466,['algebra'],"Your friend has  a cube of gold.   You have a cube of gold that  weighs twice as much.  Your cube is \{ ans_rule(10) \} as long as your friends, EOT ANS(num_cmp(2**(1/3))); TEXT(EV2(<<EOT)); and it has \{ ans_rule(10) \} times the surface area. You can imagine how this would work with a spherical diamond, so we won't repeat that part here. EOT ANS(num_cmp(2**(2/3))); TEXT(EV2(<<EOT)); Here is another question: The ratio of the weight of your cube and the surface area of your cube is  \{ ans_rule(10) \} times as large as the corresponding ratio of your friend's cube. EOT ANS(num_cmp(2**(1/3)));      TEXT(EV3(<<'EOT'));  Hint: Understand \{htmlLink(""http://www.math.utah.edu/online/1010/scale/"", ""scaling"")\}. EOT   SOLUTION(EV3(<<'EOT'));  $BBOLD Solution:$EBOLD This is much like the preceding problem, except that since the volume is doubled the length of the larger cube is obtained by multiplying that of the smaller cube with \(2^{\frac{1}{3}} \approx 1.26.\) The ratio of volume (or weight) to area is multiplied by the same factor.",['integration']
467,"['calculus', 'derivative', 'linear approximation', 'approximation', 'tangent line']"," The figure below shows \( f(x) \) and its local linearization at \( x=a \), \( y = $m x - $b \).  (The local linearization is shown in blue.) $PAR $BCENTER \{ image( insertGraph( $graph ), tex_size=>500, height=>200, width=>200, 	  extra_html_tags=>'alt=""a graph of a concave up function, in ' . 	  'black, with a line, in blue, tangent to the curve when x=' . 	  $a . '""') \} $ECENTER  $PAR What is the value of \( a \)?  \( a = \) \{ ans_rule(15) \} $PAR What is the value of \( f(a) \)?  \( f(a) = \) \{ ans_rule(15) \} $PAR Use the linearization to approximate the value of \( f($c) \).  \( f($c) = \) \{ ans_rule(15) \} $PAR Is the approximation an under- or overestimate?  \{ ans_rule(15) \} (Enter ${BBOLD}under$EBOLD or ${BBOLD}over$EBOLD.) ","['derivatives', 'tangent line', 'calculus']"
468,"['calculus', 'indefinite integral', 'integration']","Evaluate the indefinite integral. $PAR \( \displaystyle\int $integrand \, dx \) = \{ans_rule(25)\} \( + C\).",['indefinite']
469,"['statistics', 'inference', 'two populations']","$PAR  Select True or False from each pull-down menu, depending on whether the corresponding statement is true or false.   \{ $tf->print_q\}  $PAR ",[]
470,"['integration', 'partial fractions']"," $PAR Evaluate the integral \[\int {\frac{$a (x-9)}{(x+5)(x-2)}}\, dx\]  $PAR Note: Use an upper-case ""C"" for the constant of integration.  $PAR \{ans_rule(45)\} ",['integration']
471,"['total change from rate of change', 'definite', 'integrals']","An oil tanker breaks apart and starts leaking. As time goes on, the rate at which the oil is leaking out will diminish. Suppose that \(t\) hours after the tanker breaks apart, the oil is leaking out at a rate of \(R(t) = \frac{$a}{1 + t^2}\) million gallons per minute.  Then  \{ans_rule( 20)\} million gallons of oil will leak out in the first $bhours after the shipwreck.","['product', 'differentiation', 'quotient', 'derivative']"
472,"['financial mathematics', 'annuities']"," You open a savings account on June 1, 2000, and decide to make annual deposits of the form  \($p1,$p2,$p1,$p2,\ldots\), the first coming on June 1, 2001. You manage to keep this up - almost.  Instead of making your regular deposit on June 1, 2013, you make a deposit of only $b dollars on that day.  You are able to make all the rest of the deposits as originally planned.   (Note: your deposit on June 1, 2014 will be $p2 dollars.)    What is the balance in your account immediately after you make  your deposit on June 1, 2033, assuming the account earns an effective rate of interest of $ip percent throughout?     $PAR Answer =  \{ans_rule(20) \} dollars.   ","['varying payments', 'financial mathematics']"
473,"['definite integrals', 'functions', 'multivariable', 'double integral']"," Let \(a\), \(b\), and \(c\) be positive constants with \( 0 < a < 1 < b < c \), and let \(R\) be any region in the plane.  By considering Riemann sums, order the three integrals  ${BBOLD}(1)$EBOLD \( $i[$which[0]] \)  ${BBOLD}(2)$EBOLD \( $i[$which[1]] \)  ${BBOLD}(3)$EBOLD \( $i[$which[2]] \).  $PAR \{ $ord[2]->menu() \} \( < \) \{ $ord[1]->menu() \} \( < \) \{ $ord[0]->menu() \}   ${BITALIC}(Be sure you can explain how you could show your answer is correct by considering Riemann sums.)$EITALIC ","['definite integrals', 'multivariable', 'double integral']"
474,['vector polynomial']," Determine if each of the following sets is a subspace of \( {\mathbb P}_{n}\), for an appropriate value of \(n\). Type ""yes"" or ""no"" for each answer.   Let \(W_{1}\) be the set of all polynomials of the form \(p(t)= at^{2}\), where \(a\) is in \( {\mathbb R}\). \{ans_rule(10)\}    Let \(W_{2}\) be the set of all polynomials of the form \(p(t)= t^{2} + a\), where \(a\) is in \( {\mathbb R}\). \{ans_rule(10)\}   Let \(W_{3}\) be the set of all polynomials of the form \(p(t)= at^{2} + at\), where \(a\) is in \( {\mathbb R}\). \{ans_rule(10)\} ",[]
475,"['linear equations', 'system']"," Solve the system of linear equations  \[ \left\{""\{""\} \begin{array}{r${NO_SPACE}r${NO_SPACE}r${NO_SPACE}r}  x & + 2 y & -7 z = & -4 \cr 2 x & + y & +z  = & 13 \cr 3 x & + 9 y & -36 z = & -33  \end{array} \right. \]  The solutions have the form \( x = a + bt , y= c + dt, z= t \), where \( t \) is any real number.   Find \( a,b,c,d \).  \( a = \) \{ans_rule(10) \}  \( b= \) \{ans_rule(10) \}  \( c = \) \{ans_rule(10) \}  \( d = \) \{ans_rule(10) \} ",[]
476,"['parametric', 'curve in space']","Find a parametrization of the curve \( x = $a z^2 \)  in the \(xz\)-plane.  Use \( t \) as the  parameter for all of your answers.   \( x(t) = \) \{$multians->ans_rule(20)\} \{ AnswerFormatHelp(""formulas"") \}  \( y(t) = \) \{$multians->ans_rule(20)\} \{ AnswerFormatHelp(""formulas"") \}  \( z(t) = \) \{$multians->ans_rule(20)\} \{ AnswerFormatHelp(""formulas"") \}","['vector', 'parametric curve', 'geometry']"
477,"['calculus', 'derivatives', 'mean value', 'slope']","Consider the function \[ f(x) = $pol \] Find the average slope of this function on the interval \( ( $left , $right ) \). \{ans_rule(20) \}  END_TEXT  if ($left<= $root1 and $root1 <= $right and $left < $root2 and $root2 <= $right) { # both roots are in interval) 	TEXT(EV2(<<EOT)); By the Mean Value Theorem, we know there exists a \( c \) in the open interval \( ( $left, $right ) \) such that \( f'(c) \) is equal to this mean slope. Find the two values of \( c \) in the interval which work, enter the smaller root first:  \{ ans_rule(10) \}\(  $LTE \)  \{ ans_rule(10) \} EOT      ANS(num_cmp([$avg,num_sort($root1, $root2)], relTol=>.1));     } elsif ($left<$root1 and $root1<$right ) { #root 1 is in the interval 	TEXT(EV2(<<EOT)); By the Mean Value Theorem, we know there exists a \( c \) in the open interval \( ( $left, $right ) \) such that \( f'(c) \) is equal to this mean slope. Find the  value of \( c \) in the interval which works \{ ans_rule(10) \} EOT 	ANS(num_cmp([$avg,$root1], relTol=>.1)); 	} elsif ($left<$root2 and $root2<$right ) { #root 1 is in the interval 	TEXT(EV2(<<EOT)); By the Mean Value Theorem, we know there exists a \( c \) in the open interval \( ( $left, $right ) \) such that \( f'(c) \) is equal to this mean slope. Find the  value of \( c \) in the interval which works \{ ans_rule(10) \}",['calculus']
478,"['integration', 'partial fractions']"," $PAR Evaluate the integral \[\int {\frac{$a x^2}{(x-3)(x+2)^2}}\, dx\]  $PAR Note: Use an upper-case ""C"" for the constant of integration.  $PAR \{ans_rule(45)\} ",['integration']
479,['algebra'],The equation \[\sqrt{x}+\sqrt{2x}=1\] has the solution  \(x=\)\{ ans_rule(10) \}.  Hint: this gives rise to a quadratic equation with two solutions.  Only one of those solutions works in the original equation. ,['algebra']
480,"['calculus', 'derivative', 'product rule', 'exponential function']",Let \(f(x) = x^{$a/2}e^x.\)  Answer the following questions. $HR $BBOLD 1. $EBOLD Find the first derivative of \(f(x).\)  Answer: \(f'(x) = \) \{ans_rule(30)\} $PAR $BBOLD 2. $EBOLD Find the second derivative of \(f(x).\)  Answer: \(f''(x) =\) \{ans_rule(30)\} $PAR  $HR,"['chain rule', 'derivative', 'calculus', 'exponential functions']"
481,"['calculus', 'derivative', 'exponentials']"," Since January 1, 1960, the population of Slim Chance has been described by the formula  \( P= $p0 ($r)^t, \) where  \( P \)  is the population of the city  \( t \) years after the start of 1960. At what rate was the population changing on January 1, $yr?    rate = \{ ans_rule(35) \} people/yr ","['exponential function', 'exponentials', 'calculus']"
482,"['integration', 'substitution']"," $PAR Evaluate the definite integral (if it exists) \[\int_{1}^{\,2} {$a x \sqrt{x-1}}\, dx\]  $PAR If the integral does not exist, type ""DNE"".  $PAR \{ans_rule(30)\} ","['substitution', 'integration']"
483,"['cosine', 'sine', 'degrees', 'radians']","What angle (in degrees) corresponds to $c rotations around the unit circle? $PAR $c rotations is an angle of \{ ans_rule(8) \} degrees. \{ AnswerFormatHelp(""numbers"") \}",['degrees']
484,['antiderivatives']," $PAR Let \(f''(x) = $a + $b x^3 + $c x^6.\)  $PAR (a) Find the most general formula for \(f'(x).\)  If an arbitrary constant must be used here, use an upper-case ""C"".   $PAR \(f'(x) =\) \{ans_rule(50)\}  $PAR (b) Based on your answer to (a), find the most general formula for \(f(x).\)  If another new arbitrary constant must be used here, use an upper-case ""D"".  $PAR \(f(x) =\) \{ans_rule(50)\} ",['antiderivatives']
485,"['calculus', 'cylindrical coordinates', 'coordinates', 'rectangular', 'cylindrical', 'coordinate']","$PAR  What are the rectangular coordinates of the point whose cylindrical coordinates  are  \( (r= $a1 ,\  \theta = \frac{$t1 \pi}{$t2}  ,\ z= $b1 ) \) ? $PAR  x= \{ans_rule(20)\}  y= \{ans_rule(20)\}  z= \{ans_rule(20)\} ","['coordinates', 'coordinate', 'calculus', 'rectangular', 'spherical']"
486,"['financial mathematics', 'compound interest']"," Suzanne opens a line of credit at a local bank, and immediately borrows $a1 dollars.  $n1 months later, she repays $a2 dollars.  $n2 months after the repayment, she borrows $a3 more dollars.  $n3 months later, she repays $a4 dollars.  If no other transactions take place and the interest rate is $ip percent per month (compounded monthly), how much will she owe two years after she opened the line of credit?  $PAR Answer =  \{ans_rule(25) \} dollars.   ",['financial mathematics']
487,"['financial mathematics', 'annuities']"," Suppose that an annuity will provide for 20 annual payments of $a dollars, with the first payment coming $n years from now.  If the nominal rate of interest is $ip percent convertible monthly, what is the present value of the annuity?   $PAR Answer =  \{ans_rule(25) \} dollars.   ","['financial mathematics', 'annuities']"
488,"['standard deviation', 'mean']"," Consider the following data set.  Find the mean and standard deviation.   Data set: \{join "", "", @dat;\}   Mean: \{ans_rule(20) \} Standard deviation: \{ans_rule(20) \}  If the data value $K was added to the set, would the standard deviation become larger (L) or smaller (S).  $BBOLD You do not need to calculate this second standard deviation to answer this question.$EBOLD   L or S: \{ans_rule(20) \}","['normal distribution', 'standard deviation', 'mean', 'statistic']"
489,"['logarithms', 'exponential', 'algebra', 'decay', 'exponential growth', 'applications', 'exponentials', 'logarithmic']",Solve for \(x\):  \[ $B^{x} = $C  \]   \(x = \) \{ans_rule(20) \} ,['algebra']
490,"['independant', 'matrix', 'inconsistent']","Given the augmented matrix below, determine if the associated system of equations is independent, dependent, or inconsistent.$PAR  \[ \{display_matrix_mm($A)\} \{display_matrix_mm($const)\} \]  The system is \{ans_rule(10)\}. ","['system of equations', 'independant', 'inconsistent', 'matrix']"
491,"['multiple integral', 'surface area']",  Find the area of the portion of the sphere of radius $R (centered at the origin) that is in the cone \(z > \sqrt{x^2 + y^2} \).  \{ans_rule(30)\}  $PAR,[]
492,"['theory', 'integrals']","If \( \displaystyle \int_{$a}^{$b} f(x) dx = $c \), then  \(\displaystyle \int_{$b}^{$a} f(t) dt = \) \{ans_rule(10)\}","['riemann integral', 'integrals', 'area', 'fundamental theorem of calculus']"
493,['trig'],"If \(\tan(\theta) = $sign\frac{$b}{$a}\) and \(\sin(\theta) $inequality 0\), then evaluate the following. $PAR \{$al->print_q\}",[]
494,"['calculus', 'derivatives', 'derivatives antiderivatives', 'antiderivatives']","Consider the function \( f(x) \) whose second derivative is \( f''(x) = $a1 x + $b1 \sin (x) \). If \( f(0) = $n1\) and  \( f'(0) = $m1\), what is  \( f(  $p1 ) \)? \{ans_rule(30) \}  EOT $ans = $a1 * ($p1)**3/6 - $b1 * sin($p1) +($m1+$b1)*$p1 +$n1; ANS(num_cmp($ans));  SOLUTION(EV3(<<'EOF')); $SOL  This problem has two parts.  The first is finding the function \( f'(x)  \) based on the given function \( f''(x) \) and the information given  about \( f'(0) \).  The second part is using this function and the  information given about \( f(0) \) to find the function \( f(x) \).  We  can then just plug in the point $p1 to find the desired value. $PAR Recall that the derivative of \( \cos(x)\) is \( -\sin(x) \).  Therefore,  the general antiderivative of \($a1 x + $b1 \sin (x) \) is going to be: $PAR \[    f'(x) = \frac{$a1}{2}x^2 - $b1 \cos(x) + C_1 \] Now, since \( f'(0) = $m1 \) we plug 0 in and solve for \( C_1 \) to find the specific antiderivative.  This yeilds: $PAR \[   \begin{aligned}     f'(0) & = $m1 \\     \frac{$a1}{2}(0)^2 - $b1 \cos(0) + C_1 & = $m1 \\     -$b1 + C_1&  = $m1 \\     C_1 & = $m1 + $b1 = \{ $m1+$b1\} \\   \end{aligned} \] $PAR Therefore, the formula \( f'(x) \) is given by \( f'(x) =  \frac{$a1}{2}x^2 - $b1\cos(x) + \{ $m1+$b1 \} \). $PAR Now, on to part two.  We again take the antiderivative of this, this time  recalling that the derivative of \( \sin(x) \) is \( \cos(x) \).   Therefore, the general antiderivative of \( f'(x) \) is given by: $PAR \[   f(x) = \frac{$a1}{2(3)}x^3 - $b1\sin(x) + \{$m1+$b1\}x + C_2 \] $PAR Again, using the information we have about \( f(0) \), we find the specific function \( f(x) \) by solving for \( C_2 \). $PAR \[   \begin{aligned}     f(0) & = $n1 \\     \frac{$a1}{6}(0)^3 - $b1\sin(0) + \{$m1+$b1\}(0) + C_2 & = 0 \\     C_2 & = $n1 \\   \end{aligned} \] $PAR Therefore, the function \(f(x) \) is given by: $PAR \[   f(x) = \frac{$a1}{6}x^3 - $b1\sin(x) + \{$m1+$b1\}x + $n1 \] $PAR We now plug in $p1 to get: $PAR \[   f($p1) = \frac{$a1}{6}($p1)^3 - $b1\sin($p1) + \{$m1+$b1\}($p1) + $n1	          = !{$ans%5.2f} \] ","['derivatives', 'derivatives antiderivatives', 'antiderivatives']"
495,"['circuits', 'kvl', 'power']","\{ image(""irwin_02_020.gif"") \} Find \(V_{ba}\) and the power absorbed by the dependent voltage source in the circuit shown. In this case, \(V_1 = $V1 V\), \(V_2 = $V2 V\), \(R_1 = $R1 k\Omega\), \(R_2 = $R2 k\Omega\), \(R_3 = $R3 k\Omega\), and \(R_4 = $R4 k\Omega\).  The voltage source \(V_2\) absorbs \($P2 mW\) of power.  $PAR The current through \(V_2  \) is         \(I =\) \{ans_rule(20)\} \(mA\)   \(V_x =\) \{ans_rule(20)\} \(V\)  \(V_{ba} =\) \{ans_rule(20)\} \(V\)  The power absorbed by the dependent voltage source is  \(P =\) \{ans_rule(20)\} \(mW\)  $PAR","['circuits', 'dc']"
496,['trig'],Evaluate the  following expressions. $PAR \{$al->print_q\} $PAR Remark: Your answer cannot contain trigonometric functions; it must be an arithmetic expression or number.,['algebra']
497,"['logarithms', 'exponential', 'algebra', 'decay', 'exponential growth', 'exponentials', 'logarithmic']","Starting with the graph of \( f(x) = $e^{x} \), write the equation of the graph that results from $PAR (a) shifting \( f(x) \) $a1 units $a2.  \( y = \) \{ans_rule(20) \} $PAR (b) shifting \( f(x) \) $b1 units to the $b2.  \( y = \) \{ans_rule(20) \} $PAR (c) reflecting \( f(x) \) about the $c1.  \( y = \) \{ans_rule(20) \}",[]
498,['algebra'],"\{htmlLink(""http://www.math.utah.edu/online/1010/gravity/"", ""Recall"")\} that the height \(h(t)\) at the time \(t\) of a rock tossed into the air at time \(0\) from a height \(h_0\)  at an initial velocity \(v_0\)  is given by \[h(t) = h_0 + v_0t - 16 t^2.\] Time is measured in seconds, height in feet, and velocity in feet per second.  The positive direction is up, so if the rock is moving down then its velocity is negative. The magic number 16 in this equation is due to the mass and radius of earth and would be different for example on Mars or on the Moon.  The velocity of the rock at time \(t\) is given by \[v(t) = v_0 -32t.\]    Suppose you throw a rock upward from a height of 64 feet with an initial velocity of 48 feet per second.  The rock will hit the ground after \{ ans_rule(10) \} seconds. EOT ANS(num_cmp(4));  TEXT(EV3(<<'EOT'));  Hint: Solve a  \{htmlLink(""http://www.math.utah.edu/online/1010/quadeq"", ""quadratic equation."")\} EOT  SOLUTION(EV3(<<'EOT'));  $BBOLD Solution:$EBOLD Mathematically the ground corresponds to the height of zero.  We simply set \(h\) to zero in the height formula and obtain: \[0 = h_0 + v_0t - 16 t^2= 64 +48t -16t^2.\] This is a \{htmlLink(""http://www.math.utah.edu/online/1010/quadeq"", ""quadratic equation"")\} that has the solutions \(t=-1\) and \(t=4\). The negative solution has no physical significance.  Thus the rock hits the ground after 4 seconds.  (You can get this result also by applying the \{htmlLink(""http://www.math.utah.edu/online/1010/formula"", ""quadratic formula."")\}) ",['calculus']
499,"['calculus', 'areas between curves', 'integration', 'integrals']","Sketch the region enclosed by the given curves. Decide whether to integrate with respect to \(x\) or \(y\). Then find the area of the region.  \[ y = $a \cos x, \quad y = ($b \sec x)^2, \quad  x = \frac{-\pi}{4},  \quad  x = \frac{\pi}{4}\] Area =  \{ans_rule( 25) \}",['integration']
500,"['exact value', 'trigonometric functions of angles', 'algebra']",Find the exact value.  \(\sec (\frac{$b}{3}\pi) = \) \{ans_rule(15)\};  \(\csc (\frac{$b}{3}\pi) = \) \{ans_rule(15)\}; ,[]
501,"['leading term', 'degree', 'polynomials']","$PAR $PAR For: $SPACE $SPACE $SPACE \[ p(x) = $poly \] $PAR $PAR $BCENTER Degree of \(p\) = \{ ans_rule(10) \}  Leading term = \{ ans_rule(10) \}  Leading coefficient = \{ ans_rule(10) \} $PAR $ECENTER $PAR Determine the coefficient and the degree of each term.  $BCENTER $table $ECENTER $PAR END_TEXT   ######################################  #  Answers about the highest order term and degree of the polynomial $ans_b1 = $n; $ans_b2 = ""$c[$n]*x**{$n}""; $ans_b3 = $c[$n]; ANS(Compute(""$ans_b1"")->cmp());  ANS(Compute(""$ans_b2"")->cmp());  ANS(Compute(""$ans_b3"")->cmp());    #  Answers about the individual terms of the polynomial for (my $k=0;$k<=$n;$k++) {   ANS(num_cmp($c[$k]));   ANS(num_cmp($k)); }  $showPartialCorrectAnswers = 1;  ######################################  BEGIN_SOLUTION $PAR The leading term of a polynomial is the monomial with the highest power on the variable \(x\).  For this problem, that leading term is \[$c[$n]*x^{$n}\]. $PAR The degree of the polynomial is the power of \(x\) on this leading term.  Here that would be \($n\).  ",['polynomials']
